latitude,longitude,date,confidence
-37.6598,147.5958,31/12/2019,92
-37.5892,148.1444,31/12/2019,100
-37.5751,148.1431,31/12/2019,93
-36.0596,147.8549,31/12/2019,100
-35.899,147.6758,31/12/2019,100
-35.899,147.6835,31/12/2019,100
-36.0555,147.7991,31/12/2019,100
-36.0431,147.8468,31/12/2019,100
-35.7338,136.8054,31/12/2019,100
-35.7563,136.7248,31/12/2019,99
-35.7544,136.7366,31/12/2019,100
-35.7487,136.7721,31/12/2019,93
-35.7468,136.7839,31/12/2019,100
-35.7449,136.7958,31/12/2019,100
-35.5294,148.082,31/12/2019,91
-35.719,136.7772,31/12/2019,100
-35.7171,136.789,31/12/2019,100
-35.7152,136.8008,31/12/2019,100
-35.7321,136.7557,31/12/2019,100
-35.7302,136.7676,31/12/2019,100
-35.7283,136.7794,31/12/2019,100
-35.7264,136.7913,31/12/2019,100
-35.7245,136.8031,31/12/2019,100
-35.7451,136.7343,31/12/2019,93
-35.7432,136.7462,31/12/2019,100
-35.7413,136.758,31/12/2019,100
-35.7376,136.7816,31/12/2019,100
-35.7357,136.7935,31/12/2019,100
-32.0089,135.7912,31/12/2019,100
-28.4532,128.4915,31/12/2019,100
-28.0206,131.5632,31/12/2019,95
-30.7588,123.357,31/12/2019,100
-30.7611,123.3222,31/12/2019,100
-30.7455,123.3205,31/12/2019,100
-30.7484,123.3487,31/12/2019,100
-30.7509,123.3139,31/12/2019,100
-24.779,127.3765,31/12/2019,100
-24.7774,127.391,31/12/2019,94
-25.3641,128.359,31/12/2019,93
-21.3631,140.6761,31/12/2019,100
-21.3694,140.671,31/12/2019,100
-19.2115,146.1295,31/12/2019,96
-21.3688,140.6856,31/12/2019,100
-25.3989,149.2301,31/12/2019,91
-25.401,149.1763,31/12/2019,100
-25.4024,149.1867,31/12/2019,100
-25.4087,149.1643,31/12/2019,100
-25.4102,149.1747,31/12/2019,100
-25.4116,149.1852,31/12/2019,100
-24.6511,146.8107,31/12/2019,100
-24.6526,146.8208,31/12/2019,93
-24.8676,147.7535,31/12/2019,100
-24.8691,147.7634,31/12/2019,100
-31.6043,152.1008,31/12/2019,100
-31.6061,152.1195,31/12/2019,100
-31.5709,151.2024,31/12/2019,100
-31.5727,151.2193,31/12/2019,100
-32.568,150.4297,31/12/2019,100
-32.5496,150.2634,31/12/2019,95
-32.5478,150.247,31/12/2019,100
-32.5461,150.2318,31/12/2019,100
-32.5647,150.6011,31/12/2019,100
-32.554,150.603,31/12/2019,100
-32.1684,151.3831,31/12/2019,100
-32.1592,151.3906,31/12/2019,100
-32.0335,151.3921,31/12/2019,99
-32.0238,151.4089,31/12/2019,93
-30.5216,150.868,31/12/2019,96
-30.5233,150.8826,31/12/2019,94
-30.5334,150.9736,31/12/2019,96
-31.1299,150.6013,31/12/2019,94
-31.3742,151.707,31/12/2019,100
-31.3761,151.7254,31/12/2019,100
-31.3779,151.7426,31/12/2019,98
-31.3895,151.7416,31/12/2019,100
-31.3741,151.7199,31/12/2019,100
-31.3758,151.7377,31/12/2019,95
-31.3855,151.7182,31/12/2019,91
-31.3873,151.7367,31/12/2019,100
-31.3889,151.7526,31/12/2019,95
-31.4208,152.0787,31/12/2019,94
-31.4022,151.7692,31/12/2019,100
-31.477,151.2852,31/12/2019,100
-31.4995,151.2844,31/12/2019,100
-31.5107,151.2833,31/12/2019,100
-31.5125,151.3005,31/12/2019,100
-31.5142,151.3163,31/12/2019,100
-31.5159,151.3318,31/12/2019,91
-31.5973,152.1077,31/12/2019,100
-31.6053,152.0692,31/12/2019,100
-31.5112,151.2775,31/12/2019,100
-31.5129,151.295,31/12/2019,100
-31.5146,151.3111,31/12/2019,100
-31.5162,151.3267,31/12/2019,100
-31.5943,152.1212,31/12/2019,100
-31.6008,152.0648,31/12/2019,95
-31.6025,152.082,31/12/2019,100
-32.5883,150.2252,31/12/2019,100
-32.5566,150.23,31/12/2019,97
-32.5769,150.412,31/12/2019,91
-32.5787,150.4278,31/12/2019,100
-32.5804,150.4434,31/12/2019,95
-32.6178,150.7869,31/12/2019,100
-32.5656,150.2141,31/12/2019,100
-32.5672,150.2283,31/12/2019,100
-32.5778,150.2269,31/12/2019,100
-32.5966,150.3937,31/12/2019,100
-32.6433,150.8165,31/12/2019,91
-32.656,150.831,31/12/2019,100
-32.5816,150.2196,31/12/2019,100
-32.6565,150.8243,31/12/2019,95
-32.6581,150.8398,31/12/2019,100
-32.6183,150.2604,31/12/2019,98
-34.2688,149.974,31/12/2019,95
-34.2901,150.069,31/12/2019,92
-34.8592,150.3906,31/12/2019,97
-35.1253,150.5418,31/12/2019,100
-35.2358,150.5185,31/12/2019,90
-35.2707,147.8757,31/12/2019,100
-35.2722,147.8883,31/12/2019,100
-35.6132,149.8838,31/12/2019,93
-35.6257,149.8986,31/12/2019,100
-35.6365,149.897,31/12/2019,100
-35.4256,147.9852,31/12/2019,100
-35.6455,149.8788,31/12/2019,100
-35.4279,147.9909,31/12/2019,100
-35.6383,149.8893,31/12/2019,100
-35.4923,148.0311,31/12/2019,100
-35.4939,148.0441,31/12/2019,100
-35.714,149.9827,31/12/2019,100
-35.5052,148.0553,31/12/2019,100
-35.5181,148.0793,31/12/2019,100
-35.5279,148.0775,31/12/2019,100
-35.8248,150.0611,31/12/2019,100
-35.8266,150.0779,31/12/2019,100
-35.6169,148.1351,31/12/2019,100
-35.6185,148.1482,31/12/2019,100
-35.6264,148.2138,31/12/2019,100
-35.6363,148.2121,31/12/2019,100
-35.6359,148.2052,31/12/2019,100
-35.6375,148.2186,31/12/2019,100
-35.654,148.1882,31/12/2019,100
-35.6556,148.2017,31/12/2019,100
-35.6638,148.1866,31/12/2019,100
-35.7662,148.1906,31/12/2019,95
-35.7896,148.0526,31/12/2019,100
-35.9954,149.8511,31/12/2019,100
-35.9972,149.8678,31/12/2019,100
-35.8011,148.0651,31/12/2019,93
-35.8012,148.0582,31/12/2019,100
-35.9986,149.8606,31/12/2019,100
-35.857,148.2767,31/12/2019,100
-35.8963,148.353,31/12/2019,100
-35.9045,148.3369,31/12/2019,100
-35.9062,148.3508,31/12/2019,91
-35.9145,148.3354,31/12/2019,97
-35.9161,148.3488,31/12/2019,100
-35.9174,148.1809,31/12/2019,100
-35.9189,148.1938,31/12/2019,99
-35.9287,148.1917,31/12/2019,100
-35.9319,148.2189,31/12/2019,100
-35.9334,148.2321,31/12/2019,100
-35.87,147.6209,31/12/2019,100
-35.8716,147.6339,31/12/2019,100
-35.8812,147.6319,31/12/2019,95
-35.8827,147.6448,31/12/2019,100
-35.8843,147.6574,31/12/2019,90
-35.883,147.5674,31/12/2019,100
-35.8845,147.5796,31/12/2019,100
-35.8955,147.6686,31/12/2019,95
-35.8972,147.6818,31/12/2019,100
-35.8988,147.6947,31/12/2019,100
-35.9067,147.6796,31/12/2019,100
-35.9084,147.693,31/12/2019,100
-35.9006,147.5513,31/12/2019,100
-35.9201,147.5283,31/12/2019,95
-35.9297,147.5269,31/12/2019,100
-35.9313,147.5397,31/12/2019,92
-37.476,149.7787,31/12/2019,94
-37.3747,149.1064,31/12/2019,100
-37.4354,149.5948,31/12/2019,94
-37.3959,149.1038,31/12/2019,100
-37.3976,149.1198,31/12/2019,100
-37.4026,149.1674,31/12/2019,100
-37.4043,149.1839,31/12/2019,97
-37.2761,147.9277,31/12/2019,96
-37.4065,149.1022,31/12/2019,100
-37.4082,149.1182,31/12/2019,100
-37.4132,149.1659,31/12/2019,100
-37.415,149.1823,31/12/2019,100
-37.4725,149.7444,31/12/2019,100
-37.4188,149.1162,31/12/2019,90
-37.4238,149.1642,31/12/2019,100
-37.4256,149.1804,31/12/2019,100
-37.4801,149.7083,31/12/2019,100
-37.4835,149.7428,31/12/2019,99
-37.487,149.7772,31/12/2019,97
-37.4344,149.1623,31/12/2019,100
-37.4362,149.1786,31/12/2019,90
-37.4468,149.1766,31/12/2019,96
-37.4302,148.9248,31/12/2019,92
-37.3877,148.189,31/12/2019,94
-37.5194,149.3072,31/12/2019,100
-37.5082,149.0968,31/12/2019,100
-37.3613,147.7005,31/12/2019,90
-37.526,149.0625,31/12/2019,90
-37.5277,149.078,31/12/2019,100
-37.5602,149.3838,31/12/2019,98
-37.5366,149.0608,31/12/2019,100
-37.4038,147.8046,31/12/2019,95
-37.561,149.1867,31/12/2019,95
-37.51,148.6282,31/12/2019,100
-37.5054,148.6225,31/12/2019,100
-37.507,148.6372,31/12/2019,100
-37.5125,148.5907,31/12/2019,100
-37.4423,147.8746,31/12/2019,100
-37.4439,147.8885,31/12/2019,100
-37.4455,147.9022,31/12/2019,100
-37.4471,147.9157,31/12/2019,100
-37.5588,148.9236,31/12/2019,100
-37.567,149.001,31/12/2019,100
-37.5853,149.1758,31/12/2019,90
-37.4522,147.8724,31/12/2019,100
-37.4538,147.8864,31/12/2019,100
-37.5428,148.6766,31/12/2019,100
-37.5444,148.6911,31/12/2019,98
-37.5692,148.9215,31/12/2019,100
-37.5775,148.9989,31/12/2019,100
-37.5547,148.6892,31/12/2019,100
-37.5952,148.9644,31/12/2019,100
-37.5705,148.6414,31/12/2019,100
-37.5939,148.854,31/12/2019,92
-37.6058,148.963,31/12/2019,100
-37.6074,148.978,31/12/2019,100
-37.6125,149.0257,31/12/2019,100
-37.6142,149.0416,31/12/2019,93
-37.6146,148.9457,31/12/2019,99
-37.6231,149.0242,31/12/2019,100
-37.6251,148.944,31/12/2019,100
-37.6268,148.9595,31/12/2019,100
-37.5999,148.6223,31/12/2019,100
-37.6015,148.6368,31/12/2019,100
-37.6356,148.9425,31/12/2019,100
-37.598,148.6319,31/12/2019,100
-37.6157,148.7978,31/12/2019,90
-37.6304,148.9376,31/12/2019,100
-37.632,148.9532,31/12/2019,100
-37.6083,148.6304,31/12/2019,100
-37.5769,148.1591,31/12/2019,100
-37.6769,149.0745,31/12/2019,100
-37.5869,148.1574,31/12/2019,97
-37.6294,148.5353,31/12/2019,100
-37.6574,148.7914,31/12/2019,100
-37.6591,148.8067,31/12/2019,100
-35.7194,136.8087,31/12/2019,97
-37.6612,148.729,31/12/2019,91
-37.6678,148.7898,31/12/2019,100
-35.7269,136.7801,31/12/2019,99
-35.7321,136.8044,31/12/2019,100
-37.6666,148.6821,31/12/2019,100
-37.6699,148.7122,31/12/2019,90
-37.7142,149.0202,31/12/2019,96
-37.6471,148.3233,31/12/2019,100
-37.6589,148.3359,31/12/2019,100
-37.6606,148.3507,31/12/2019,100
-37.6572,148.3444,31/12/2019,97
-37.5894,147.5724,31/12/2019,100
-37.591,147.5856,31/12/2019,100
-37.71,148.6375,31/12/2019,95
-37.7117,148.6526,31/12/2019,100
-37.5993,147.5711,31/12/2019,100
-37.6008,147.5842,31/12/2019,100
-37.6232,147.7743,31/12/2019,100
-37.6106,147.5826,31/12/2019,100
-37.6122,147.5959,31/12/2019,100
-37.6315,147.7593,31/12/2019,92
-37.6204,147.581,31/12/2019,100
-37.622,147.5944,31/12/2019,100
-37.6302,147.5794,31/12/2019,100
-37.6318,147.5927,31/12/2019,100
-37.6416,147.5911,31/12/2019,100
-37.6433,147.6045,31/12/2019,100
-37.7152,148.2167,31/12/2019,92
-37.6514,147.5894,31/12/2019,100
-37.6531,147.6028,31/12/2019,100
-38.0746,141.9007,31/12/2019,100
-35.9489,147.5238,31/12/2019,100
-36.0443,147.8176,31/12/2019,100
-36.0459,147.8302,31/12/2019,100
-36.0463,147.8117,31/12/2019,100
-36.0478,147.8245,31/12/2019,100
-36.0575,147.8224,31/12/2019,93
-36.0591,147.8354,31/12/2019,99
-36.0607,147.8487,31/12/2019,100
-36.0622,147.8618,31/12/2019,100
-36.0704,147.8474,31/12/2019,100
-36.072,147.8608,31/12/2019,100
-36.0736,147.8741,31/12/2019,100
-36.0818,147.8592,31/12/2019,91
-36.0585,147.5873,31/12/2019,100
-36.1027,147.8681,31/12/2019,96
-36.2008,147.6843,31/12/2019,100
-36.2561,147.7079,31/12/2019,100
-36.5005,149.8913,31/12/2019,100
-36.2817,147.7554,31/12/2019,100
-36.4967,149.5396,31/12/2019,93
-36.3307,147.821,31/12/2019,100
-36.5557,149.8741,31/12/2019,100
-36.342,147.832,31/12/2019,92
-36.3435,147.8448,31/12/2019,100
-36.5667,149.8732,31/12/2019,100
-36.5703,149.9084,31/12/2019,94
-36.3533,147.8428,31/12/2019,100
-36.3722,148.0017,31/12/2019,100
-36.3661,147.8665,31/12/2019,96
-36.4002,147.9011,31/12/2019,93
-36.942,146.7663,31/12/2019,100
-36.9559,146.8001,31/12/2019,95
-37.1147,148.1094,31/12/2019,100
-37.2486,148.21,31/12/2019,98
-37.3711,149.1139,31/12/2019,100
-37.3697,149.0035,31/12/2019,100
-37.3799,149.0966,31/12/2019,100
-41.578,147.9347,31/12/2019,100
-41.5798,147.8505,31/12/2019,100
-41.5658,147.9197,31/12/2019,100
-41.5571,147.9384,31/12/2019,100
-41.5903,147.9501,31/12/2019,100
-41.5553,147.9216,31/12/2019,100
-41.5536,147.9048,31/12/2019,100
-41.5518,147.8882,31/12/2019,100
-41.5466,147.9406,31/12/2019,100
-41.5449,147.924,31/12/2019,100
-41.5432,147.9071,31/12/2019,100
-39.8433,148.0728,31/12/2019,100
-41.6236,147.9614,31/12/2019,91
-41.6552,148.0144,31/12/2019,90
-41.6657,148.0121,31/12/2019,100
-32.6755,121.0796,31/12/2019,100
-32.6739,121.0689,31/12/2019,100
-31.5254,151.2938,31/12/2019,95
-14.4737,143.5811,1/01/2020,95
-18.4202,145.3083,1/01/2020,91
-19.4144,143.3588,1/01/2020,95
-19.6266,144.5569,1/01/2020,93
-21.4172,140.8414,1/01/2020,94
-21.3674,140.6924,1/01/2020,100
-21.3688,140.702,1/01/2020,100
-28.1194,129.7079,1/01/2020,100
-28.1161,129.7015,1/01/2020,96
-28.4528,128.4741,1/01/2020,92
-35.8401,136.7285,1/01/2020,100
-35.8384,136.7174,1/01/2020,91
-35.8367,136.7063,1/01/2020,96
-35.8311,136.7305,1/01/2020,100
-35.8254,136.7548,1/01/2020,100
-35.8237,136.7437,1/01/2020,100
-35.8141,136.8032,1/01/2020,100
-35.7587,136.7991,1/01/2020,100
-35.757,136.7881,1/01/2020,100
-35.7503,136.7437,1/01/2020,92
-35.7497,136.8011,1/01/2020,100
-35.748,136.7901,1/01/2020,100
-35.7463,136.779,1/01/2020,99
-35.7412,136.7457,1/01/2020,97
-35.7406,136.8032,1/01/2020,100
-35.739,136.7921,1/01/2020,100
-35.7339,136.7588,1/01/2020,100
-35.7316,136.8052,1/01/2020,100
-35.7266,136.7719,1/01/2020,94
-35.7226,136.8072,1/01/2020,100
-35.7209,136.7961,1/01/2020,95
-35.7192,136.785,1/01/2020,93
-35.7698,141.3367,1/01/2020,100
-35.7681,141.3223,1/01/2020,94
-35.7595,141.3384,1/01/2020,92
-41.5621,147.931,1/01/2020,100
-41.5642,147.9801,1/01/2020,99
-41.5787,147.9309,1/01/2020,91
-41.5512,147.9241,1/01/2020,91
-41.5678,147.9235,1/01/2020,94
-30.7514,123.2848,1/01/2020,91
-30.7663,123.2833,1/01/2020,99
-30.7686,123.3145,1/01/2020,100
-30.771,123.346,1/01/2020,94
-30.7836,123.3127,1/01/2020,93
-30.786,123.3441,1/01/2020,98
-30.7653,123.2766,1/01/2020,95
-30.7675,123.3078,1/01/2020,100
-30.7697,123.3393,1/01/2020,91
-30.7846,123.3374,1/01/2020,100
-30.9272,123.6189,1/01/2020,100
-30.9243,123.6137,1/01/2020,99
-30.9372,123.5792,1/01/2020,100
-30.9396,123.6122,1/01/2020,100
-31.2278,121.108,1/01/2020,100
-31.2386,121.084,1/01/2020,97
-31.2407,121.1066,1/01/2020,100
-31.2265,121.1026,1/01/2020,95
-31.2394,121.1012,1/01/2020,100
-31.8209,121.5296,1/01/2020,91
-31.8343,121.5282,1/01/2020,91
-31.8366,121.5531,1/01/2020,100
-31.8296,121.5229,1/01/2020,90
-31.8317,121.5478,1/01/2020,91
-31.8451,121.5464,1/01/2020,100
-31.8471,121.5712,1/01/2020,100
-31.8626,121.5947,1/01/2020,100
-31.8761,121.5933,1/01/2020,98
-31.8782,121.6184,1/01/2020,97
-31.9831,121.4745,1/01/2020,94
-31.9852,121.499,1/01/2020,100
-31.9785,121.4695,1/01/2020,91
-31.9804,121.494,1/01/2020,100
-31.9824,121.519,1/01/2020,90
-32.2713,123.437,1/01/2020,96
-32.2736,123.4711,1/01/2020,100
-32.289,123.47,1/01/2020,96
-32.2914,123.5042,1/01/2020,100
-32.3068,123.5031,1/01/2020,97
-32.3092,123.5376,1/01/2020,100
-32.315,123.3996,1/01/2020,98
-32.3174,123.4335,1/01/2020,98
-32.3352,123.4664,1/01/2020,91
-32.303,123.498,1/01/2020,97
-32.3052,123.5325,1/01/2020,100
-32.3118,123.3943,1/01/2020,92
-32.314,123.4282,1/01/2020,100
-32.3944,121.3249,1/01/2020,93
-32.4893,121.9655,1/01/2020,100
-32.4943,121.9581,1/01/2020,100
-32.5479,122.2893,1/01/2020,100
-32.5382,121.9807,1/01/2020,100
-32.5403,122.0078,1/01/2020,100
-32.5621,122.2879,1/01/2020,100
-32.5643,122.3166,1/01/2020,100
-32.6642,121.0086,1/01/2020,98
-32.6664,121.0324,1/01/2020,98
-32.6638,121.0273,1/01/2020,98
-33.1858,122.2143,1/01/2020,100
-33.2001,122.2129,1/01/2020,100
-33.2023,122.242,1/01/2020,99
-37.5044,149.4523,1/01/2020,91
-37.5477,149.3895,1/01/2020,98
-37.099,146.9765,1/01/2020,97
-37.0965,147.0041,1/01/2020,91
-37.0987,146.9713,1/01/2020,94
-37.5631,149.3756,1/01/2020,95
-37.5621,149.3685,1/01/2020,100
-37.5063,149.43,1/01/2020,100
-35.7006,148.1792,1/01/2020,93
-35.6873,148.1776,1/01/2020,90
-35.674,148.1758,1/01/2020,94
-35.7023,148.1985,1/01/2020,94
-35.6758,148.1942,1/01/2020,96
-35.6625,148.1928,1/01/2020,95
-35.6474,148.2157,1/01/2020,92
-35.6341,148.2146,1/01/2020,100
-35.4247,150.3547,1/01/2020,94
-35.5292,148.066,1/01/2020,95
-35.5178,148.0369,1/01/2020,92
-35.5044,148.0359,1/01/2020,100
-35.509,148.0287,1/01/2020,100
-35.2896,149.9875,1/01/2020,95
-35.2797,149.967,1/01/2020,96
-35.25,149.9576,1/01/2020,100
-32.7282,150.1167,1/01/2020,93
-32.6541,150.8349,1/01/2020,93
-32.6648,150.8366,1/01/2020,91
-32.7141,150.9273,1/01/2020,99
-34.9846,150.0994,1/01/2020,94
-34.9507,149.9926,1/01/2020,93
-34.939,149.9916,1/01/2020,100
-34.9407,149.9729,1/01/2020,100
-34.8937,150.0983,1/01/2020,100
-34.3587,150.3696,1/01/2020,100
-34.3603,150.3528,1/01/2020,100
-34.3491,150.3508,1/01/2020,92
-34.3378,150.3491,1/01/2020,100
-34.2953,149.9758,1/01/2020,100
-33.9089,150.449,1/01/2020,100
-33.1753,150.0705,1/01/2020,94
-33.1765,150.064,1/01/2020,96
-33.0334,150.0204,1/01/2020,91
-33.035,150.0039,1/01/2020,90
-33.022,150.0192,1/01/2020,94
-35.9849,148.3324,1/01/2020,100
-35.9401,148.218,1/01/2020,92
-35.9416,147.5298,1/01/2020,90
-35.9275,147.53,1/01/2020,100
-35.9294,147.5033,1/01/2020,94
-35.9116,147.5579,1/01/2020,91
-35.9135,147.5306,1/01/2020,100
-35.8459,148.2842,1/01/2020,96
-35.8956,147.5866,1/01/2020,91
-35.8976,147.5575,1/01/2020,95
-35.9359,147.523,1/01/2020,100
-35.9381,147.494,1/01/2020,94
-35.9218,147.5237,1/01/2020,97
-35.9057,147.551,1/01/2020,100
-35.9077,147.5238,1/01/2020,95
-35.8361,148.2751,1/01/2020,91
-35.8856,147.6338,1/01/2020,100
-35.8896,147.5789,1/01/2020,100
-35.8918,147.5493,1/01/2020,100
-35.8229,148.273,1/01/2020,90
-35.7364,148.2347,1/01/2020,100
-35.7118,148.2071,1/01/2020,96
-29.4584,152.5856,1/01/2020,92
-30.5369,150.9654,1/01/2020,95
-31.3529,151.2718,1/01/2020,93
-31.3927,151.72,1/01/2020,100
-31.5235,151.2829,1/01/2020,93
-31.5739,151.2074,1/01/2020,97
-31.5926,151.2036,1/01/2020,94
-31.6,152.1071,1/01/2020,90
-31.7831,151.7638,1/01/2020,100
-31.7815,151.7773,1/01/2020,97
-31.7915,151.7783,1/01/2020,90
-32.0341,151.4173,1/01/2020,99
-32.0428,151.4326,1/01/2020,100
-32.0412,151.4463,1/01/2020,93
-32.053,151.4339,1/01/2020,100
-32.0515,151.4478,1/01/2020,94
-32.5449,150.2461,1/01/2020,98
-32.6054,150.2057,1/01/2020,92
-32.6037,150.2219,1/01/2020,94
-32.5867,150.3821,1/01/2020,100
-32.5848,150.3998,1/01/2020,100
-32.5814,150.431,1/01/2020,95
-32.5798,150.4464,1/01/2020,90
-32.6058,150.2124,1/01/2020,100
-32.6041,150.2291,1/01/2020,94
-32.5879,150.39,1/01/2020,100
-32.6168,150.2147,1/01/2020,100
-32.67,150.1371,1/01/2020,93
-32.6847,150.1044,1/01/2020,90
-32.6795,150.155,1/01/2020,98
-32.6777,150.1721,1/01/2020,100
-32.6151,150.7616,1/01/2020,99
-32.6134,150.7772,1/01/2020,95
-32.6242,150.7788,1/01/2020,90
-26.5384,150.6649,1/01/2020,96
-26.5254,150.688,1/01/2020,91
-26.517,150.6742,1/01/2020,99
-26.5185,150.662,1/01/2020,95
-26.5086,150.6605,1/01/2020,92
-26.4986,150.659,1/01/2020,93
-26.2966,150.4079,1/01/2020,100
-26.0137,150.4743,1/01/2020,100
-25.9862,150.5325,1/01/2020,92
-25.418,149.1771,1/01/2020,100
-25.4196,149.1628,1/01/2020,91
-25.4089,149.1614,1/01/2020,92
-18.45,145.2843,1/01/2020,92
-18.4523,145.264,1/01/2020,90
-18.4349,145.3031,1/01/2020,90
-18.4371,145.2825,1/01/2020,100
-18.4393,145.2623,1/01/2020,100
-18.4416,145.2416,1/01/2020,96
-18.422,145.3019,1/01/2020,91
-18.4358,145.2964,1/01/2020,95
-18.4382,145.276,1/01/2020,100
-18.4405,145.2557,1/01/2020,100
-18.4063,145.21,1/01/2020,99
-18.4086,145.1889,1/01/2020,94
-18.3909,145.2298,1/01/2020,100
-18.3933,145.2088,1/01/2020,100
-18.356,145.309,1/01/2020,100
-18.3583,145.2883,1/01/2020,100
-18.3432,145.3073,1/01/2020,100
-18.3454,145.2869,1/01/2020,100
-18.3448,145.3025,1/01/2020,100
-18.3471,145.2821,1/01/2020,100
-38.0911,141.8898,1/01/2020,91
-38.0805,141.9096,1/01/2020,100
-38.0871,141.8806,1/01/2020,94
-38.0668,141.9042,1/01/2020,100
-38.0735,141.8754,1/01/2020,100
-35.7542,141.3474,1/01/2020,100
-35.8278,136.7624,1/01/2020,100
-35.8309,136.7463,1/01/2020,100
-35.8258,136.7549,1/01/2020,100
-35.8288,136.7387,1/01/2020,96
-35.7738,136.7913,1/01/2020,92
-35.7769,136.7749,1/01/2020,100
-35.7598,136.805,1/01/2020,100
-35.763,136.7885,1/01/2020,100
-35.7661,136.7721,1/01/2020,100
-35.7752,136.7236,1/01/2020,100
-35.7783,136.7075,1/01/2020,100
-35.7522,136.7856,1/01/2020,100
-35.7645,136.7206,1/01/2020,100
-35.7414,136.7826,1/01/2020,93
-35.7476,136.75,1/01/2020,95
-35.7507,136.7338,1/01/2020,100
-35.7538,136.7175,1/01/2020,100
-35.7569,136.7014,1/01/2020,100
-35.7369,136.7469,1/01/2020,94
-35.7401,136.7305,1/01/2020,94
-35.7364,136.741,1/01/2020,94
-35.7394,136.7246,1/01/2020,94
-33.2022,123.6782,1/01/2020,100
-33.1997,123.693,1/01/2020,95
-33.2017,123.6709,1/01/2020,100
-33.2257,122.2245,1/01/2020,100
-33.2117,122.2231,1/01/2020,100
-33.2194,122.2472,1/01/2020,100
-33.2216,122.2195,1/01/2020,100
-33.2054,122.2459,1/01/2020,98
-33.2075,122.2182,1/01/2020,100
-33.2097,122.1904,1/01/2020,93
-33.1935,122.2167,1/01/2020,95
-32.9568,123.6739,1/01/2020,93
-32.9587,123.6519,1/01/2020,100
-32.9442,123.6723,1/01/2020,93
-32.9315,123.6708,1/01/2020,100
-32.9334,123.6488,1/01/2020,90
-32.9443,123.6673,1/01/2020,90
-32.9317,123.6658,1/01/2020,100
-32.9337,123.6439,1/01/2020,90
-32.9064,123.6628,1/01/2020,95
-32.8271,124.1238,1/01/2020,100
-32.8289,124.1033,1/01/2020,100
-32.8148,124.1222,1/01/2020,100
-32.8167,124.1018,1/01/2020,100
-32.8111,124.1147,1/01/2020,100
-32.8131,124.0943,1/01/2020,94
-32.5929,122.2838,1/01/2020,100
-32.6779,121.0742,1/01/2020,94
-32.6801,121.0418,1/01/2020,100
-32.5751,122.3357,1/01/2020,97
-32.577,122.309,1/01/2020,100
-32.579,122.2822,1/01/2020,98
-32.665,121.0406,1/01/2020,96
-32.5846,122.303,1/01/2020,100
-32.5868,122.2762,1/01/2020,100
-32.6791,121.0673,1/01/2020,97
-32.6814,121.0349,1/01/2020,100
-32.5686,122.3281,1/01/2020,98
-32.5708,122.3014,1/01/2020,99
-32.6663,121.0337,1/01/2020,100
-28.9274,128.7601,1/01/2020,97
-32.5621,122.0537,1/01/2020,100
-32.5642,122.0257,1/01/2020,100
-32.5664,121.9975,1/01/2020,100
-32.4548,123.2147,1/01/2020,100
-32.4568,123.1916,1/01/2020,100
-32.548,122.0521,1/01/2020,100
-32.5501,122.0242,1/01/2020,100
-32.5522,121.9961,1/01/2020,100
-32.5544,121.9678,1/01/2020,94
-32.536,122.0227,1/01/2020,93
-32.5381,121.9946,1/01/2020,100
-32.5402,121.9664,1/01/2020,91
-32.5441,122.0469,1/01/2020,100
-32.5463,122.019,1/01/2020,100
-32.5486,121.9909,1/01/2020,100
-32.5345,121.9894,1/01/2020,95
-32.3714,123.5842,1/01/2020,100
-32.5085,121.9582,1/01/2020,96
-32.3568,123.6043,1/01/2020,98
-32.3587,123.5826,1/01/2020,100
-32.4943,121.9566,1/01/2020,98
-32.3461,123.581,1/01/2020,100
-32.348,123.5593,1/01/2020,100
-32.35,123.5374,1/01/2020,92
-32.3354,123.5577,1/01/2020,100
-32.3373,123.5359,1/01/2020,100
-32.3431,123.4699,1/01/2020,100
-32.3247,123.5344,1/01/2020,100
-32.3266,123.5125,1/01/2020,100
-32.3285,123.4905,1/01/2020,92
-32.3139,123.511,1/01/2020,100
-32.3158,123.489,1/01/2020,100
-32.3177,123.4669,1/01/2020,92
-32.3012,123.5095,1/01/2020,95
-32.3031,123.4875,1/01/2020,100
-32.3068,123.4433,1/01/2020,100
-32.322,123.549,1/01/2020,96
-32.324,123.5271,1/01/2020,100
-32.326,123.5052,1/01/2020,100
-32.3113,123.5257,1/01/2020,100
-32.3133,123.5038,1/01/2020,100
-32.3154,123.4818,1/01/2020,100
-32.3007,123.5023,1/01/2020,100
-32.3027,123.4803,1/01/2020,100
-32.3047,123.4583,1/01/2020,100
-32.3067,123.4363,1/01/2020,100
-32.2899,123.4789,1/01/2020,100
-32.2919,123.4569,1/01/2020,100
-32.2939,123.4348,1/01/2020,100
-32.2959,123.4127,1/01/2020,100
-32.2792,123.4555,1/01/2020,100
-32.2812,123.4333,1/01/2020,100
-32.2831,123.4111,1/01/2020,100
-32.2684,123.4319,1/01/2020,98
-32.4322,121.3819,1/01/2020,99
-32.4344,121.3508,1/01/2020,96
-32.4175,121.3805,1/01/2020,100
-32.4197,121.3495,1/01/2020,100
-32.4049,121.3483,1/01/2020,100
-32.4071,121.3174,1/01/2020,100
-32.4175,121.3757,1/01/2020,100
-32.4198,121.3448,1/01/2020,100
-32.4051,121.3435,1/01/2020,100
